ticker,symbol,name,exchange,price,volume,ma5,ma10,dev5,dev10,gain3,gain5,dayLow,dayHigh,dayOpen,base_date,year_prev_high,three_year_prev_high,history_prev_high,year_high,three_year_high,year_high_breakout,three_year_high_breakout,all_time_high_breakout,year_high_distance,three_year_high_distance,new_year_high,new_3y_high,new_all_time_high,near_year_high_10pct,near_3y_high_10pct,ma20,ma50,ma120,ma200,ma250,rsi14,macd,macd_signal,macd_histogram,atr14,atr14_pct,distance_ma5,ma5_slope,distance_ma10,ma10_slope,distance_ma20,ma20_slope,distance_ma50,ma50_slope,distance_ma120,ma120_slope,distance_ma200,ma200_slope,avg_volume_5d,avg_volume_20d,avg_volume_60d,volume_ratio_20d,volume_ratio_60d,high_20d,low_20d,drawdown_20d_high,distance_to_20d_high,high_60d,low_60d,drawdown_60d_high,distance_to_60d_high,high_120d,low_120d,drawdown_120d_high,distance_to_120d_high,high_250d,low_250d,drawdown_250d_high,distance_to_250d_high,pct_from_52w_high,pct_from_52w_low,return_1d,return_5d,return_10d,return_20d,return_60d,return_120d,return_250d,open,high,low,close,previous_day_high,previous_day_low,daily_return,close_above_previous_high,close_below_previous_low,no_new_low_3d,no_new_low_5d,higher_low,higher_high,reclaim_ma5,reclaim_ma10,reclaim_ma20,lower_shadow_ratio,upper_shadow_ratio,intraday_recovery,gap_down,gap_down_recovery,up_day_volume_expansion,down_day_volume_contraction,reversal_score,reversal_signal,reversal_stage,trend_state_raw,trend_state,trend_state_previous,trend_state_changed,trend_state_change_reason,trend_state_shock,location_state,technical_regime,setup_types,bottoming_eligible,bottoming_score,trend_recovery_score,trend_strength_score,near_high_score,breakout_score,relative_strength_score,technical_deterioration_score,technical_score,previous_state_available,previous_state_date,trend_state_initialized,trend_state_reinitialized,previous_state_file_status,sector,sector_benchmark,rs_5d_vs_spy,rs_5d_vs_qqq,rs_5d_vs_sector,rs_10d_vs_spy,rs_10d_vs_qqq,rs_10d_vs_sector,rs_20d_vs_spy,rs_20d_vs_qqq,rs_20d_vs_sector,rs_60d_vs_spy,rs_60d_vs_qqq,rs_60d_vs_sector,rs_improving_5d,rs_improving_10d,residual_5d,residual_10d,residual_20d,residual_60d,data_coverage_score,setup_type,index_data_status,sp500_member,sp400_member,sp600_member,russell1000_member,russell2000_member,russell3000_member,nasdaq100_member,sp500_eligibility,ndx_eligibility,estimated_passive_buy_usd,passive_buy_to_adv,index_catalyst_score,consecutive_3d_gain,consecutive_5d_gain,break_pullback_ma5,break_ma5_pullback_ma10,technical_percentile,bottoming_percentile,reversal_percentile,trend_recovery_percentile,trend_strength_percentile,near_high_percentile,breakout_percentile,relative_strength_percentile,marketCap,marketCapSource,marketCapRetrievedAt,Ticker,Market_Cap,Universe_AsOf_Date,Technical_AsOf_Date,MarketCap_Source,MarketCap_AsOf_Date,Company,Latest_Earnings_Date,Fundamental_Revision_State,Fundamental_Score,Guide_Direction,EPS_Revision,Revenue_Revision,Orders_Trend,Backlog_Trend,RPO_Trend,Core_KPI_Trend,Gross_Margin_Trend,Operating_Margin_Trend,FCF_Trend,Demand_Commentary,Customer_Commentary,Thesis_Breaker,Fundamental_Data_Status,Fundamental_Data_Coverage,Source,AsOf_Date,Fundamental_AsOf_Date,Catalyst_AsOf_Date,Technical_Percentile,RS_Percentile,Technical_Score,Catalyst_Score,Catalyst_Tags,Opportunity_Score,Type_A_Score,Type_B_Score,Type_C_Score,Type_D_Score,Opportunity_Type,Primary_Opportunity_Type,Core_Opportunity,Why_Now,Main_Risk,Next_Trigger,Invalidation
DOC,DOC,"Healthpeak Properties, Inc. Common Stock",NYSE,20.31,5154346,20.476,20.409,-0.81,-0.49,-1.41,-0.1,19.95,20.33,20.29,2026-09-25,22.95,23.26,30.95,22.95,23.26,-11.42,-12.6,-34.31,11.5,12.68,False,False,False,False,False,20.5485,21.1664,20.044833,18.804,18.667,41.584172,-0.193694,-0.206021,0.012327,0.350714,1.726803,-0.810705,0.006587,-0.48508,-0.013486,-1.160669,-0.029656,-4.046035,0.042587,1.322868,0.161038,8.008934,0.032073,6357909.2,5128487.3,5432594.1,1.005042,0.948782,21.370001,19.95,-4.960228,4.960228,22.950001,19.95,-11.503271,11.503271,22.950001,15.7,-11.503271,11.503271,22.950001,15.7,-11.503271,11.503271,-11.503271,29.363059,0.001973,-0.000984,0.000493,-0.042884,-0.06146,0.218356,0.072334,20.290000915527344,20.33,19.95,20.31,20.530000686645508,20.239999771118164,0.001973,False,False,False,False,False,False,False,False,False,0.894739,0.052632,True,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Pullback,R0 Downtrend / Falling Knife,['Technical Deterioration'],True,10.51,0.0,14.29,7.97,0.0,,2.32,20.44,False,,True,False,Missing,Healthcare,XLV,,,,,,,,,,,,,,,,,,,86.27,Technical Deterioration,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,14.6103,6.481,29.1643,28.4319,43.5117,70.554,32.7512,,139.7671756,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOC,13976717560.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,"HEALTHPEAK PROPERTIES, INC.",2026-08-05,Stable,50.0,Unknown,0.36,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,14.6103,0.0,8.77,0.0,,28.51,31.74,31.03,38.29,30.57,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DOCN,DOCN,"DigitalOcean Holdings, Inc. Common Stock",NYSE,139.75,1936232,142.938004,133.963001,-2.23,4.32,-4.28,7.38,138.51,146.48,144.43,2026-09-25,187.5,187.5,187.5,187.5,187.5,-21.88,-21.88,-21.88,25.47,25.47,False,False,False,False,False,125.527501,124.012,131.350916,103.2025,91.04184,67.914368,5.400924,3.018327,2.382596,10.422142,7.457704,-2.23034,0.143614,4.319849,0.144083,11.330186,0.021159,12.690708,-0.199774,6.394385,1.379018,35.413387,2.00074,2640926.4,2850371.6,3049745.533333,0.679291,0.634883,151.830002,101.730003,-7.956268,7.956268,151.830002,101.730003,-7.956268,7.956268,187.5,72.169998,-25.466667,25.466667,187.5,33.685001,-25.466667,25.466667,-25.466667,314.873072,-0.012856,0.073844,0.136641,0.148504,-0.033407,0.60503,2.981482,144.42999267578125,146.47999572753906,138.50999450683594,139.75,143.33999633789062,136.02000427246094,-0.012856,False,False,False,True,False,False,False,False,False,0.155584,0.257215,False,False,False,False,True,0.0,False,,Uptrend,Uptrend,,False,raw state accepted,False,Pullback,R5 Strong Trend,['Trend Recovery'],False,9.87,0.0,42.86,36.35,20.0,,0.0,34.86,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Trend Recovery,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,73.8592,,29.1643,28.4319,82.2723,81.8967,78.6667,,166.45736894,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOCN,16645736894.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,"DigitalOcean Holdings, Inc.",2026-08-04,Stable,50.0,Unknown,0.45,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,73.8592,0.0,44.32,0.0,,42.73,29.79,31.03,54.87,43.01,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DOCU,DOCU,"DocuSign, Inc. - Common Stock",Nasdaq,67.5,2166220,68.262,69.303,-1.12,-2.6,1.11,-2.27,67.28,69.21,68.65,2026-09-25,74.07,107.86,107.86,74.07,107.86,-6.56,-35.83,-35.83,8.86,37.42,False,False,False,True,False,67.4345,61.3798,53.045375,53.6969,56.84366,47.927098,2.145593,2.567762,-0.42217,2.769501,4.102965,-1.116287,-0.029597,-2.601619,0.056996,0.097131,0.125963,9.971033,0.294154,27.249548,-0.107361,25.705581,-0.3037,3269304.0,3815131.0,3282898.666667,0.567797,0.65985,74.065002,63.599998,-8.863839,8.863839,74.065002,44.77,-8.863839,8.863839,74.065002,41.368,-8.863839,8.863839,82.440002,40.16,-18.122273,18.122273,-18.957859,68.07769,-0.021597,-0.022731,0.02818,0.057994,0.466754,0.404787,-0.171982,68.6500015258789,69.21,67.27999877929688,67.5,70.36000061035156,68.44999694824219,-0.021597,False,True,True,False,True,False,False,False,False,0.11399,0.290154,False,False,False,False,True,0.0,False,,Mixed / Neutral,Mixed / Neutral,,False,raw state accepted,False,Pullback,RN Neutral / Consolidation,[],True,37.59,16.67,42.86,29.09,0.0,,0.0,33.72,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,70.7512,37.7983,29.1643,69.3615,82.2723,79.1643,32.7512,,128.94400163,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOCU,12894400163.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,"DOCUSIGN, INC.",2026-09-04,Stable,50.0,Unknown,0.8,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,70.7512,0.0,42.45,0.0,,41.98,41.13,43.31,47.98,42.36,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DOV,DOV,Dover Corporation Common Stock,NYSE,191.88,1677186,188.285998,188.456999,1.91,1.82,2.86,2.38,187.89,192.745,188.75,2026-09-25,237.54,237.54,237.54,237.54,237.54,-18.86,-18.86,-18.86,19.22,19.22,False,False,False,False,False,190.141999,199.6488,210.225666,210.25335,203.51112,47.907941,-3.458294,-4.149998,0.691703,4.103214,2.138427,1.9088,-0.001813,1.81633,-0.017568,0.914054,-0.076725,-3.891233,-0.079246,-8.726654,0.051222,-8.738672,0.181664,1335217.2,1408844.3,1214441.433333,1.190469,1.381035,202.679993,184.0,-5.328593,5.328593,218.679993,184.0,-12.255347,12.255347,233.649994,184.0,-17.877165,17.877165,237.539993,158.970001,-19.222023,19.222023,-19.222023,20.702018,0.021236,0.023797,0.01497,-0.049252,-0.116453,-0.075188,0.142211,188.75,192.745,187.88999938964844,191.88,189.33999633789065,187.05999755859372,0.021236,True,False,True,True,False,True,False,True,True,0.177137,0.178167,False,False,False,False,False,50.0,True,Watch,Mixed / Neutral,Mixed / Neutral,,False,raw state accepted,False,Deep Pullback,R3 Reversal,"['Reversal', 'Bottoming']",True,27.77,50.0,14.29,1.96,20.0,,0.0,34.74,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,"Reversal, Bottoming",Not Implemented Yet,,,,,,,,,,,,,False,False,True,True,73.615,26.5442,97.3709,96.5352,43.5117,68.3005,78.6667,,253.05067475,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOV,25305067475.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOVER Corp,2026-07-23,Stable,50.0,Unknown,4.06,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,73.615,0.0,44.17,0.0,,42.67,54.81,51.46,45.18,42.96,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DOW,DOW,Dow Inc. Common Stock ,NYSE,28.02,8839068,28.34,28.875,-1.13,-2.96,-0.64,-2.47,27.54,28.34,28.26,2026-09-25,42.74,60.69,70.38,42.74,60.69,-33.69,-53.3,-59.73,34.44,53.83,False,False,False,False,False,29.448,30.106,32.915,31.90865,30.09624,36.900356,-0.579255,-0.447567,-0.131688,0.921785,3.289741,-1.129146,-0.036382,-2.961039,-0.038173,-4.849226,-0.043042,-6.928852,-0.095932,-14.871639,0.180232,-12.186821,0.170429,8493713.6,8832798.4,9338802.8,1.00071,0.946488,31.690001,27.540001,-11.580942,11.580942,33.400002,26.900999,-16.107788,16.107788,42.049999,26.799999,-33.36504,33.36504,42.740002,20.65,-34.440807,34.440807,-34.440807,35.690075,-0.018908,-0.024713,-0.034792,-0.076162,0.03701,-0.309172,0.220383,28.26000022888184,28.34000015258789,27.540000915527344,28.02,29.125,28.51499938964844,-0.018908,False,True,False,False,False,False,False,False,False,0.599999,0.1,False,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,24.32,0.0,0.0,0.0,0.0,,9.7,16.46,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,2.5258,22.5433,29.1643,28.4319,14.0751,33.7089,32.7512,,206.30050706,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOW,20630050706.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DOW INC.,2026-04-24,Stable,50.0,Unknown,-0.74,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,2.5258,0.0,1.52,0.0,,25.61,36.55,31.03,30.93,28.03,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DRI,DRI,"Darden Restaurants, Inc. Common Stock",NYSE,199.75,1902476,209.106,209.732001,-4.47,-4.76,-6.46,-4.55,198.06,207.17,204.91,2026-09-25,229.76,229.76,229.76,229.76,229.76,-9.83,-9.83,-9.83,13.06,13.06,False,False,False,False,False,211.874,211.6366,205.241083,203.67515,199.22452,33.873094,-1.961349,-0.957523,-1.003826,5.327857,2.667263,-4.474286,-0.005952,-4.759408,-0.020017,-5.722269,-0.024288,-5.616514,0.047294,-2.675431,0.058207,-1.927162,0.023147,1753815.2,1272223.8,1236471.266667,1.495394,1.538633,223.169998,198.059998,-10.494241,10.494241,229.759995,190.979996,-13.061453,13.061453,229.759995,186.910004,-13.061453,13.061453,229.759995,169.0,-13.061453,13.061453,-13.061453,18.195266,-0.036142,-0.045537,-0.048311,-0.0539,-0.010894,0.016177,0.061822,204.91000366210935,207.17,198.05999755859372,199.75,212.9900054931641,206.22000122070312,-0.036142,False,True,False,False,False,False,False,False,False,0.185511,0.248079,False,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,15.18,0.0,14.29,0.0,0.0,,11.44,18.68,False,,True,False,Missing,Consumer Discretionary,XLY,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,7.3615,11.5583,29.1643,28.4319,43.5117,33.7089,32.7512,,236.41518296,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DRI,23641518296.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DARDEN RESTAURANTS INC,2026-08-10,Stable,50.0,Unknown,10.38,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,7.3615,0.0,4.42,0.0,,26.77,33.26,31.03,38.29,29.05,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DRS,DRS,"Leonardo DRS, Inc. - Common Stock",Nasdaq,37.16,654144,37.452,37.139,-0.78,0.06,0.03,-0.08,36.893,37.62,37.5,2026-09-25,50.59,50.59,50.59,50.59,50.59,-25.64,-25.64,-25.64,26.55,26.55,False,False,False,False,False,37.0825,41.4632,43.124417,42.14465,41.34332,54.964557,-1.034517,-1.399079,0.364562,0.98265,2.644376,-0.779666,0.016999,0.056543,0.003052,0.208993,-0.143106,-10.378359,-0.071077,-13.830718,0.097486,-11.82748,0.063748,943368.8,965972.2,939185.733333,0.677187,0.696501,39.700001,35.119999,-6.397987,6.397987,49.369999,35.119999,-24.731617,24.731617,50.59,35.119999,-26.546749,26.546749,50.59,32.43,-26.546749,26.546749,-26.546749,14.585259,-0.011439,-0.000807,0.030219,-0.045221,-0.129539,-0.204793,-0.154301,37.5,37.62,36.89289855957031,37.16,38.16999816894531,37.09000015258789,-0.011439,False,False,True,False,True,False,False,False,False,0.367351,0.165039,False,False,False,False,True,16.67,False,Watch,Mixed / Neutral,Mixed / Neutral,,False,raw state accepted,False,Deep Pullback,RN Neutral / Consolidation,['Bottoming'],True,85.19,16.67,0.0,0.0,0.0,,0.0,28.22,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Bottoming,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,53.9249,72.6486,71.8122,69.3615,14.0751,33.7089,32.7512,,100.32452049,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DRS,10032452049.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,,,Insufficient,0.0,,,,,,,,,,,,,,PENDING,No local archive or SEC minimum snapshot; retained pending,,,,,53.9249,0.0,32.35,0.0,,12.94,39.75,20.81,8.43,11.32,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DT,DT,"Dynatrace, Inc. Common Stock",NYSE,57.95,6631501,57.748,56.341,0.35,2.86,1.31,5.1,57.72,59.17,58.81,2026-09-25,59.41,63.0,63.0,59.41,63.0,-0.4,-6.08,-6.08,2.46,8.02,False,False,False,True,True,54.172,49.9338,44.105583,42.2355,43.26892,73.614354,2.287261,1.939269,0.347992,1.761429,3.039566,0.349795,0.051225,2.855825,0.083418,6.974083,0.103243,16.053655,0.197649,31.389261,0.050871,37.206852,-0.152645,8905600.2,6914255.05,6195275.016667,0.959106,1.070413,59.41,49.560001,-2.457498,2.457498,59.41,40.400002,-2.457498,2.457498,59.41,31.635,-2.457498,2.457498,59.41,31.635,-2.457498,2.457498,-2.457498,83.183182,-0.01244,0.050961,0.134717,0.084597,0.276994,0.546571,0.170471,58.810001373291016,59.17,57.720001220703125,57.95,59.40999984741211,57.685001373291016,-0.01244,False,False,True,True,False,True,False,False,False,0.15862,0.248275,False,False,False,False,True,16.67,False,,Uptrend,Uptrend,,False,raw state accepted,False,Near High,R5 Strong Trend,['Near High'],False,8.37,16.67,71.43,80.34,20.0,,0.0,50.1,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Near High,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,96.1502,,71.8122,69.3615,98.1033,94.6667,78.6667,,169.58644871,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DT,16958644871.000002,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,"Dynatrace, Inc.",2026-08-05,Stable,50.0,Unknown,0.12,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,96.1502,0.0,57.69,0.0,,48.08,40.45,43.31,58.83,47.69,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DTE,DTE,DTE Energy Company Common Stock,NYSE,121.44,1920487,123.41,126.824,-1.6,-4.25,-3.17,-5.51,120.24,121.47,121.06,2026-09-25,155.75,155.75,155.75,155.75,155.75,-22.01,-22.01,-22.01,22.03,22.03,False,False,False,False,False,131.2615,137.3402,142.821833,141.13,140.527,9.602628,-4.313874,-3.341975,-0.971899,2.374287,1.955111,-1.596305,-0.052427,-4.245253,-0.065402,-7.482392,-0.054972,-11.577237,-0.062068,-14.970984,0.033374,-13.951676,0.037184,2063277.4,1688029.35,1425993.116667,1.137709,1.346772,138.009995,120.239998,-12.006373,12.006373,155.75,120.239998,-22.028892,22.028892,155.75,120.239998,-22.028892,22.028892,155.75,120.239998,-22.028892,22.028892,-22.028892,0.998006,0.002146,-0.055089,-0.084025,-0.108632,-0.193465,-0.177626,-0.128275,121.05999755859376,121.47000122070312,120.23999786376952,121.44,124.12999725341795,121.0500030517578,0.002146,False,False,False,False,False,False,False,False,False,0.666665,0.024391,True,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,42.09,0.0,0.0,0.0,0.0,,14.96,17.81,False,,True,False,Missing,Energy,XLE,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,5.2019,42.7,29.1643,28.4319,14.0751,33.7089,32.7512,,252.16112201,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DTE,25216112201.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DTE ENERGY CO,2026-04-30,Stable,50.0,Unknown,1.19,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,5.2019,0.0,3.12,0.0,,26.25,42.6,31.03,30.93,28.59,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DTM,DTM,"DT Midstream, Inc. Common Stock ",NYSE,122.28,573545,124.574001,125.191,-1.84,-2.33,-2.14,-2.84,121.83,124.585,124.05,2026-09-25,152.88,152.88,152.88,152.88,152.88,-18.51,-18.51,-18.51,20.02,20.02,False,False,False,False,False,127.452501,132.509,138.314584,134.3445,130.14252,24.216522,-2.420356,-2.309114,-0.111242,2.96093,2.421434,-1.841476,-0.009809,-2.325247,-0.034869,-4.058375,-0.041386,-7.719476,-0.086315,-11.592837,0.121017,-8.980271,0.286758,858869.0,882897.25,898412.416667,0.649617,0.638398,132.600006,121.83,-7.78281,7.78281,149.679993,121.83,-18.305715,18.305715,152.880005,121.83,-20.015701,20.015701,152.880005,104.989998,-20.015701,20.015701,-20.015701,16.468237,-0.0198,-0.028444,-0.051063,-0.071385,-0.149534,-0.083015,0.079544,124.0500030517578,124.585,121.83,122.28,126.25,124.4499969482422,-0.0198,False,True,False,False,False,False,False,False,False,0.163339,0.194191,False,False,False,False,True,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,40.92,0.0,0.0,0.0,0.0,,8.12,18.69,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,7.3991,41.3898,29.1643,28.4319,14.0751,33.7089,32.7512,,127.26408176,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DTM,12726408176.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,"DT Midstream, Inc.",2026-07-30,Stable,50.0,Unknown,2.36,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,7.3991,0.0,4.44,0.0,,26.78,42.21,31.03,30.93,29.05,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
DUK,DUK,Duke Energy Corporation (Holding Company) Common Stock,NYSE,113.35,3748106,114.759999,116.441999,-1.23,-2.66,-2.54,-3.56,112.52,113.61,113.14,2026-09-25,134.49,134.49,134.49,134.49,134.49,-15.53,-15.53,-15.53,15.72,15.72,False,False,False,False,False,118.3805,122.1576,124.374917,124.0379,124.0294,18.223791,-2.213465,-1.739341,-0.474124,1.550001,1.367447,-1.228651,-0.028479,-2.655399,-0.032223,-4.249433,-0.038475,-7.21003,-0.021642,-8.864261,0.005632,-8.616641,0.029262,3687121.2,3858845.3,4065421.766667,0.971302,0.921948,121.980003,112.519997,-7.074933,7.074933,132.649994,112.519997,-14.549563,14.549563,134.130005,112.519997,-15.492436,15.492436,134.490005,112.519997,-15.718644,15.718644,-15.718644,0.73765,0.00106,-0.035565,-0.050829,-0.061983,-0.098752,-0.137432,-0.078605,113.13999938964844,113.61000061035156,112.5199966430664,113.35,115.02999877929688,113.16000366210938,0.00106,False,False,False,False,False,False,False,False,False,0.568808,0.238532,True,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,19.65,0.0,0.0,0.0,0.0,,8.5,16.08,False,,True,False,Missing,Energy,XLE,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,1.9531,17.0917,29.1643,28.4319,14.0751,33.7089,32.7512,,882.85679313,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,DUK,88285679313.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,Duke Energy CORP,2026-05-05,Stable,50.0,Unknown,1.97,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,1.9531,0.0,1.17,0.0,,25.47,34.92,31.03,30.93,27.91,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
